"Sort Key","Type","Name","Version","Name Space Id","Description","Steward","Value Type","Minimum Cardinality","Maximum Cardinality","Minimum Value","Maximum Value","Minimum Characters","Maximum Characters","Unit of Measure Type","Specified Unit Id","Attribute Concept","Conceptual Domain"
"sbngeom:Display_Direction:2              sbngeom:horizontal_display_axis:1       ","Attribute","horizontal_display_axis","n/a","sbngeom"," The horizontal_display_axis attribute identifies, by name, the axis of an Array (or Array subclass) that is intended to be displayed in the horizontal or "sample" dimension on a display device. The value of this attribute must match the value of one, and only one, axis_name attribute in an Axis_Array class of the associated Array. ","sbn","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"sbngeom:Display_Direction:2              sbngeom:horizontal_display_direction:1  ","Attribute","horizontal_display_direction","n/a","sbngeom"," The horizontal_display_direction attribute specifies the direction across the screen of a display device that data along the horizontal axis of an Array is supposed to be displayed. ","sbn","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"sbngeom:Display_Direction:2              sbngeom:horizontal_display_direction:2   Value:Left to Right","Value","Left to Right","","","
                    The image should be drawn so that the (0,0) pixel is located on the
                    left edge of the displayed image, and subsequent columns should be
                    drawn to the right.
                "
"sbngeom:Display_Direction:2              sbngeom:horizontal_display_direction:2   Value:Right to Left","Value","Right to Left","","","
                    The image should be drawn so that the (0,0) pixel is located on the
                    right edge of the displayed image, and subsequent columns should be
                    drawn to the left.
                "
"sbngeom:Display_Direction:2              sbngeom:vertical_display_axis:1         ","Attribute","vertical_display_axis","n/a","sbngeom"," The vertical_display_axis attribute identifies, by name, the axis of an Array (or Array subclass) that is intended to be displayed in the vertical or "line" dimension on a display device. The value of this attribute must match the value of one, and only one, axis_name attribute in an Axis_Array class of the associated Array. ","sbn","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"sbngeom:Display_Direction:2              sbngeom:vertical_display_direction:1    ","Attribute","vertical_display_direction","n/a","sbngeom"," The vertical_display_direction attribute specifies the direction along the screen of a display device that data along the vertical axis of an Array is supposed to be displayed. ","sbn","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"sbngeom:Display_Direction:2              sbngeom:vertical_display_direction:2     Value:Top to Bottom","Value","Top to Bottom","","","
                    The image should be drawn so that the (0,0) pixel is located at 
                    the top of the displayed image, and subsequent rows are drawn 
                    downward.
                "
"sbngeom:Display_Direction:2              sbngeom:vertical_display_direction:2     Value:Bottom to Top","Value","Bottom to Top","","","
                    The image should be drawn so that the (0,0) pixel is located at
                    the bottom of the displayed image, and subsequent rows are drawn
                    upward.
                "
"sbngeom:Ecliptic_Coordinates:1          ","Class","Ecliptic_Coordinates","1.0.0.0","sbngeom"," This class specifies ecliptic latitude and longitude in a specified reference frame and coordinate system. ","sbn","","","","","","","","","","",""
"sbngeom:Ecliptic_Coordinates:2           sbngeom:reference_frame_id:1            ","Attribute","reference_frame_id","n/a","sbngeom"," An abbreviation for the reference frame for corresponding vector components ","sbn","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"sbngeom:Ecliptic_Coordinates:2           sbngeom:reference_frame_id:2             Value:J2000","Value","J2000","","","
                    The coordinates are given in the J2000 reference epoch and equinox.
                "
"sbngeom:Ecliptic_Coordinates:2           sbngeom:reference_frame_id:2             Value:ICRF","Value","ICRF","","","
                    The coordinates are given in the International Celestial Reference Frame.
                "
"sbngeom:Ecliptic_Coordinates:2           sbngeom:coordinate_system_origin:1      ","Attribute","coordinate_system_origin","n/a","sbngeom"," One of a set of predefined strings that indicates the origin of a coordinate system used for the association coordinates ","sbn","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"sbngeom:Ecliptic_Coordinates:2           sbngeom:coordinate_system_origin:2       Value:spacecraft","Value","spacecraft","","","
                    The coordinate system origin is at the center of mass of the spacecraft.
                "
"sbngeom:Ecliptic_Coordinates:2           sbngeom:light_time_flag:1               ","Attribute","light_time_flag","n/a","sbngeom"," Flag indicating whether a light travel time correction has been applied to the associated values. A value of "true" indicates it has been applied; "false" indicates no correction has been applied. ","sbn","ASCII_Boolean","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","BOOLEAN"
"sbngeom:Ecliptic_Coordinates:2           sbngeom:stellar_aberration_flag:1       ","Attribute","stellar_aberration_flag","n/a","sbngeom"," This flag indicates whether a correction for stellar aberration has been applied to the associated coordinates. A value of "true" indicates that the correction has been applied; "false" indicates no correction for aberration has beem applied. ","sbn","ASCII_Boolean","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","BOOLEAN"
"sbngeom:Ecliptic_Coordinates:2           sbngeom:ecliptic_longitude:1            ","Attribute","ecliptic_longitude","n/a","sbngeom"," Ecliptic longitude in the associated reference frame and coordinate system ","sbn","ASCII_Real","1","1","0.0","360.0","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"sbngeom:Ecliptic_Coordinates:2           sbngeom:ecliptic_latitude:1             ","Attribute","ecliptic_latitude","n/a","sbngeom"," Ecliptic latitude in the associated reference frame and coordinate system ","sbn","ASCII_Real","1","1","-90.0","90.0","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"sbngeom:Spacecraft_to_Earth_Position_Vector_Cartesian:1","Class","Spacecraft_to_Earth_Position_Vector_Cartesian","1.0.0.0","sbngeom"," Position vector in Cartesian coordinates, in the specified reference frame and coordinate system, from the center of mass of the spacecraft to the center of mass of the earth ","sbn","","","","","","","","","","",""
"sbngeom:Spacecraft_to_Earth_Position_Vector_Cartesian:2 sbngeom:reference_frame_id:1            ","Attribute","reference_frame_id","n/a","sbngeom"," An abbreviation for the reference frame for corresponding vector components ","sbn","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"sbngeom:Spacecraft_to_Earth_Position_Vector_Cartesian:2 sbngeom:reference_frame_id:2             Value:J2000","Value","J2000","","","
                    The coordinates are given in the J2000 reference epoch and equinox.
                "
"sbngeom:Spacecraft_to_Earth_Position_Vector_Cartesian:2 sbngeom:reference_frame_id:2             Value:ICRF","Value","ICRF","","","
                    The coordinates are given in the International Celestial Reference Frame.
                "
"sbngeom:Spacecraft_to_Earth_Position_Vector_Cartesian:2 sbngeom:light_time_flag:1               ","Attribute","light_time_flag","n/a","sbngeom"," Flag indicating whether a light travel time correction has been applied to the associated values. A value of "true" indicates it has been applied; "false" indicates no correction has been applied. ","sbn","ASCII_Boolean","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","BOOLEAN"
"sbngeom:Spacecraft_to_Earth_Position_Vector_Cartesian:2 sbngeom:stellar_aberration_flag:1       ","Attribute","stellar_aberration_flag","n/a","sbngeom"," This flag indicates whether a correction for stellar aberration has been applied to the associated coordinates. A value of "true" indicates that the correction has been applied; "false" indicates no correction for aberration has beem applied. ","sbn","ASCII_Boolean","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","BOOLEAN"
"sbngeom:Spacecraft_to_Earth_Position_Vector_Cartesian:2 sbngeom:x:1                             ","Attribute","x","n/a","sbngeom"," X-component of a Cartesian distance vector ","sbn","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"sbngeom:Spacecraft_to_Earth_Position_Vector_Cartesian:2 sbngeom:y:1                             ","Attribute","y","n/a","sbngeom"," Y component of a Cartesion distance vector ","sbn","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"sbngeom:Spacecraft_to_Earth_Position_Vector_Cartesian:2 sbngeom:z:1                             ","Attribute","z","n/a","sbngeom"," Z component of a Cartesion distance vector ","sbn","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"sbngeom:Spacecraft_to_Earth_Velocity_Vector_Cartesian:1","Class","Spacecraft_to_Earth_Velocity_Vector_Cartesian","1.0.0.0","sbngeom"," Velocity vector in Cartesian coordinates, in the specified reference frame and coordinate system, from the center of mass of the spacecraft to the center of mass of the earth ","sbn","","","","","","","","","","",""
"sbngeom:Spacecraft_to_Earth_Velocity_Vector_Cartesian:2 sbngeom:reference_frame_id:1            ","Attribute","reference_frame_id","n/a","sbngeom"," An abbreviation for the reference frame for corresponding vector components ","sbn","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"sbngeom:Spacecraft_to_Earth_Velocity_Vector_Cartesian:2 sbngeom:reference_frame_id:2             Value:J2000","Value","J2000","","","
                    The coordinates are given in the J2000 reference epoch and equinox.
                "
"sbngeom:Spacecraft_to_Earth_Velocity_Vector_Cartesian:2 sbngeom:reference_frame_id:2             Value:ICRF","Value","ICRF","","","
                    The coordinates are given in the International Celestial Reference Frame.
                "
"sbngeom:Spacecraft_to_Earth_Velocity_Vector_Cartesian:2 sbngeom:light_time_flag:1               ","Attribute","light_time_flag","n/a","sbngeom"," Flag indicating whether a light travel time correction has been applied to the associated values. A value of "true" indicates it has been applied; "false" indicates no correction has been applied. ","sbn","ASCII_Boolean","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","BOOLEAN"
"sbngeom:Spacecraft_to_Earth_Velocity_Vector_Cartesian:2 sbngeom:stellar_aberration_flag:1       ","Attribute","stellar_aberration_flag","n/a","sbngeom"," This flag indicates whether a correction for stellar aberration has been applied to the associated coordinates. A value of "true" indicates that the correction has been applied; "false" indicates no correction for aberration has beem applied. ","sbn","ASCII_Boolean","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","BOOLEAN"
"sbngeom:Spacecraft_to_Earth_Velocity_Vector_Cartesian:2 sbngeom:Vx:1                            ","Attribute","Vx","n/a","sbngeom"," X component of the associated velocity vector ","sbn","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Velocity","none","TBD_classConcept","REAL"
"sbngeom:Spacecraft_to_Earth_Velocity_Vector_Cartesian:2 sbngeom:Vy:1                            ","Attribute","Vy","n/a","sbngeom"," Y component of the associated velocity vector ","sbn","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Velocity","none","TBD_classConcept","REAL"
"sbngeom:Spacecraft_to_Earth_Velocity_Vector_Cartesian:2 sbngeom:Vz:1                            ","Attribute","Vz","n/a","sbngeom"," Z component of the associated velocity vector ","sbn","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Velocity","none","TBD_classConcept","REAL"
"sbngeom:Spacecraft_to_Sun_Position_Vector_Cartesian:1","Class","Spacecraft_to_Sun_Position_Vector_Cartesian","1.0.0.0","sbngeom"," Position vector in Cartesian coordinates, in the specified reference frame and coordinate system, from the center of mass of the spacecraft to the center of mass of the sun ","sbn","","","","","","","","","","",""
"sbngeom:Spacecraft_to_Sun_Position_Vector_Cartesian:2 sbngeom:reference_frame_id:1            ","Attribute","reference_frame_id","n/a","sbngeom"," An abbreviation for the reference frame for corresponding vector components ","sbn","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"sbngeom:Spacecraft_to_Sun_Position_Vector_Cartesian:2 sbngeom:reference_frame_id:2             Value:J2000","Value","J2000","","","
                    The coordinates are given in the J2000 reference epoch and equinox.
                "
"sbngeom:Spacecraft_to_Sun_Position_Vector_Cartesian:2 sbngeom:reference_frame_id:2             Value:ICRF","Value","ICRF","","","
                    The coordinates are given in the International Celestial Reference Frame.
                "
"sbngeom:Spacecraft_to_Sun_Position_Vector_Cartesian:2 sbngeom:light_time_flag:1               ","Attribute","light_time_flag","n/a","sbngeom"," Flag indicating whether a light travel time correction has been applied to the associated values. A value of "true" indicates it has been applied; "false" indicates no correction has been applied. ","sbn","ASCII_Boolean","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","BOOLEAN"
"sbngeom:Spacecraft_to_Sun_Position_Vector_Cartesian:2 sbngeom:stellar_aberration_flag:1       ","Attribute","stellar_aberration_flag","n/a","sbngeom"," This flag indicates whether a correction for stellar aberration has been applied to the associated coordinates. A value of "true" indicates that the correction has been applied; "false" indicates no correction for aberration has beem applied. ","sbn","ASCII_Boolean","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","BOOLEAN"
"sbngeom:Spacecraft_to_Sun_Position_Vector_Cartesian:2 sbngeom:x:1                             ","Attribute","x","n/a","sbngeom"," X-component of a Cartesian distance vector ","sbn","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"sbngeom:Spacecraft_to_Sun_Position_Vector_Cartesian:2 sbngeom:y:1                             ","Attribute","y","n/a","sbngeom"," Y component of a Cartesion distance vector ","sbn","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"sbngeom:Spacecraft_to_Sun_Position_Vector_Cartesian:2 sbngeom:z:1                             ","Attribute","z","n/a","sbngeom"," Z component of a Cartesion distance vector ","sbn","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"sbngeom:Spacecraft_to_Sun_Velocity_Vector_Cartesian:1","Class","Spacecraft_to_Sun_Velocity_Vector_Cartesian","1.0.0.0","sbngeom"," Velocity vector in Cartesian coordinates, in the specified reference frame and coordinate system, from the center of mass of the spacecraft to the center of mass of the sun ","sbn","","","","","","","","","","",""
"sbngeom:Spacecraft_to_Sun_Velocity_Vector_Cartesian:2 sbngeom:reference_frame_id:1            ","Attribute","reference_frame_id","n/a","sbngeom"," An abbreviation for the reference frame for corresponding vector components ","sbn","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"sbngeom:Spacecraft_to_Sun_Velocity_Vector_Cartesian:2 sbngeom:reference_frame_id:2             Value:J2000","Value","J2000","","","
                    The coordinates are given in the J2000 reference epoch and equinox.
                "
"sbngeom:Spacecraft_to_Sun_Velocity_Vector_Cartesian:2 sbngeom:reference_frame_id:2             Value:ICRF","Value","ICRF","","","
                    The coordinates are given in the International Celestial Reference Frame.
                "
"sbngeom:Spacecraft_to_Sun_Velocity_Vector_Cartesian:2 sbngeom:light_time_flag:1               ","Attribute","light_time_flag","n/a","sbngeom"," Flag indicating whether a light travel time correction has been applied to the associated values. A value of "true" indicates it has been applied; "false" indicates no correction has been applied. ","sbn","ASCII_Boolean","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","BOOLEAN"
"sbngeom:Spacecraft_to_Sun_Velocity_Vector_Cartesian:2 sbngeom:stellar_aberration_flag:1       ","Attribute","stellar_aberration_flag","n/a","sbngeom"," This flag indicates whether a correction for stellar aberration has been applied to the associated coordinates. A value of "true" indicates that the correction has been applied; "false" indicates no correction for aberration has beem applied. ","sbn","ASCII_Boolean","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","BOOLEAN"
"sbngeom:Spacecraft_to_Sun_Velocity_Vector_Cartesian:2 sbngeom:Vx:1                            ","Attribute","Vx","n/a","sbngeom"," X component of the associated velocity vector ","sbn","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Velocity","none","TBD_classConcept","REAL"
"sbngeom:Spacecraft_to_Sun_Velocity_Vector_Cartesian:2 sbngeom:Vy:1                            ","Attribute","Vy","n/a","sbngeom"," Y component of the associated velocity vector ","sbn","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Velocity","none","TBD_classConcept","REAL"
"sbngeom:Spacecraft_to_Sun_Velocity_Vector_Cartesian:2 sbngeom:Vz:1                            ","Attribute","Vz","n/a","sbngeom"," Z component of the associated velocity vector ","sbn","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Velocity","none","TBD_classConcept","REAL"
"sbngeom:Target_Specification:1          ","Class","Target_Specification","1.0.0.0","sbngeom"," This class provides a number of ways to identify a single, specific target. In general, any or all of them may be used. ","sbn","","","","","","","","","","",""
"sbngeom:Target_Specification:2           sbngeom:target_name:1                   ","Attribute","target_name","n/a","sbngeom"," The name of the target of interest. For planets, minor planets, and similar observational targets, this should be a name string that includes at least two forms of identification whenever possible, to help with disambiguation in the archive indices. ","sbn","ASCII_Short_String_Collapsed","0","1","Unbounded","Unbounded","2","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"sbngeom:Target_Specification:2           sbngeom:target_NAIF_ID:1                ","Attribute","target_NAIF_ID","n/a","sbngeom"," The NAIF SPK-ID of the target body, if any ","sbn","ASCII_Integer","0","1","0","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","INTEGER"
"sbngeom:Target_Specification:2           sbngeom:target_LID:1                    ","Attribute","target_LID","n/a","sbngeom"," The logical identifier (LID) in the PDS4 repository of a context object describing the target ","sbn","ASCII_LID","0","1","Unbounded","Unbounded","14","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"sbngeom:Earth_to_Target_Position_Vector_Cartesian:1","Class","Earth_to_Target_Position_Vector_Cartesian","1.0.0.0","sbngeom"," Position vector in Cartesian coordinates, in the specified reference frame and coordinate system, from the center of mass of the earth to the center of mass of the specified target ","sbn","","","","","","","","","","",""
"sbngeom:Earth_to_Target_Position_Vector_Cartesian:2 sbngeom:reference_frame_id:1            ","Attribute","reference_frame_id","n/a","sbngeom"," An abbreviation for the reference frame for corresponding vector components ","sbn","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"sbngeom:Earth_to_Target_Position_Vector_Cartesian:2 sbngeom:reference_frame_id:2             Value:J2000","Value","J2000","","","
                    The coordinates are given in the J2000 reference epoch and equinox.
                "
"sbngeom:Earth_to_Target_Position_Vector_Cartesian:2 sbngeom:reference_frame_id:2             Value:ICRF","Value","ICRF","","","
                    The coordinates are given in the International Celestial Reference Frame.
                "
"sbngeom:Earth_to_Target_Position_Vector_Cartesian:2 sbngeom:light_time_flag:1               ","Attribute","light_time_flag","n/a","sbngeom"," Flag indicating whether a light travel time correction has been applied to the associated values. A value of "true" indicates it has been applied; "false" indicates no correction has been applied. ","sbn","ASCII_Boolean","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","BOOLEAN"
"sbngeom:Earth_to_Target_Position_Vector_Cartesian:2 sbngeom:stellar_aberration_flag:1       ","Attribute","stellar_aberration_flag","n/a","sbngeom"," This flag indicates whether a correction for stellar aberration has been applied to the associated coordinates. A value of "true" indicates that the correction has been applied; "false" indicates no correction for aberration has beem applied. ","sbn","ASCII_Boolean","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","BOOLEAN"
"sbngeom:Earth_to_Target_Position_Vector_Cartesian:2 sbngeom:x:1                             ","Attribute","x","n/a","sbngeom"," X-component of a Cartesian distance vector ","sbn","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"sbngeom:Earth_to_Target_Position_Vector_Cartesian:2 sbngeom:y:1                             ","Attribute","y","n/a","sbngeom"," Y component of a Cartesion distance vector ","sbn","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"sbngeom:Earth_to_Target_Position_Vector_Cartesian:2 sbngeom:z:1                             ","Attribute","z","n/a","sbngeom"," Z component of a Cartesion distance vector ","sbn","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"sbngeom:Earth_to_Target_Velocity_Vector_Cartesian:1","Class","Earth_to_Target_Velocity_Vector_Cartesian","1.0.0.0","sbngeom"," Velocity vector in Cartesian coordinates, in the specified reference frame and coordinate system, from the center of mass of the earth to the center of mass of the specified target ","sbn","","","","","","","","","","",""
"sbngeom:Earth_to_Target_Velocity_Vector_Cartesian:2 sbngeom:reference_frame_id:1            ","Attribute","reference_frame_id","n/a","sbngeom"," An abbreviation for the reference frame for corresponding vector components ","sbn","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"sbngeom:Earth_to_Target_Velocity_Vector_Cartesian:2 sbngeom:reference_frame_id:2             Value:J2000","Value","J2000","","","
                    The coordinates are given in the J2000 reference epoch and equinox.
                "
"sbngeom:Earth_to_Target_Velocity_Vector_Cartesian:2 sbngeom:reference_frame_id:2             Value:ICRF","Value","ICRF","","","
                    The coordinates are given in the International Celestial Reference Frame.
                "
"sbngeom:Earth_to_Target_Velocity_Vector_Cartesian:2 sbngeom:light_time_flag:1               ","Attribute","light_time_flag","n/a","sbngeom"," Flag indicating whether a light travel time correction has been applied to the associated values. A value of "true" indicates it has been applied; "false" indicates no correction has been applied. ","sbn","ASCII_Boolean","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","BOOLEAN"
"sbngeom:Earth_to_Target_Velocity_Vector_Cartesian:2 sbngeom:stellar_aberration_flag:1       ","Attribute","stellar_aberration_flag","n/a","sbngeom"," This flag indicates whether a correction for stellar aberration has been applied to the associated coordinates. A value of "true" indicates that the correction has been applied; "false" indicates no correction for aberration has beem applied. ","sbn","ASCII_Boolean","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_None","none","TBD_classConcept","BOOLEAN"
"sbngeom:Earth_to_Target_Velocity_Vector_Cartesian:2 sbngeom:Vx:1                            ","Attribute","Vx","n/a","sbngeom"," X component of the associated velocity vector ","sbn","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Velocity","none","TBD_classConcept","REAL"
"sbngeom:Earth_to_Target_Velocity_Vector_Cartesian:2 sbngeom:Vy:1                            ","Attribute","Vy","n/a","sbngeom"," Y component of the associated velocity vector ","sbn","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Velocity","none","TBD_classConcept","REAL"
"sbngeom:Earth_to_Target_Velocity_Vector_Cartesian:2 sbngeom:Vz:1                            ","Attribute","Vz","n/a","sbngeom"," Z component of the associated velocity vector ","sbn","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Velocity","none","TBD_classConcept","REAL"
"sbngeom:Illumination_Angles:1           ","Class","Illumination_Angles","1.0.0.0","sbngeom"," This class collects illumination angles relevant to the specified target. ","sbn","","","","","","","","","","",""
"sbngeom:Illumination_Angles:2            sbngeom:solar_elongation:1              ","Attribute","solar_elongation","n/a","sbngeom"," The angle between the line of sight to the center of the specified target in the associated image and the direction of the sun as seen by the observer [ Note: This definition is not sufficiently specific. ] ","sbn","ASCII_Real","1","1","-180.0","180.0","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"sbngeom:Illumination_Angles:2            sbngeom:phase_angle:1                   ","Attribute","phase_angle","n/a","sbngeom"," Angle, measured at the target, from the position of the source of illumination to the line of sight [Note: This definition is not sufficiently specific. It does not include direction of measurement or range of valid values. And the primary to secondary indication is a guess.] ","sbn","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Angle","none","TBD_classConcept","REAL"
"sbngeom:Image_Center_Coordinates:1      ","Class","Image_Center_Coordinates","1.0.0.0","sbngeom"," This class provides coordinates of the center of the image in various reference frames and coordinate systems. ","sbn","","","","","","","","","","",""
"sbngeom:Spacecraft_to_Target_Distance:1 ","Class","Spacecraft_to_Target_Distance","1.0.0.0","sbngeom"," Linear distance measured from the center of the spacecraft to the center of the associated target ","sbn","","","","","","","","","","",""
